name      ,alt_name_1   ,ra        ,dec      ,morph_type,log_d25,log_ae,phot_mag,surf_brtness_d25,h_21cm_w20,radial_velocity_gsr,class            
NGC 4458  ,UGC 7610     ,12 28 57.8,+13 14 35,.E.0+..   ,1.24,0.94,12.95,14.01,          ,617,ELLIPTICAL GALAXY
NGC 6909  ,ESO 285-12   ,20 27 38.7,-47 01 34,.E+..*.   ,1.35,0.94,12.63,13.44,          ,2709,ELLIPTICAL GALAXY
          ,             ,01 04 54.7,-47 00 02,.E.3.*.   ,1.05,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 2749  ,UGC 4763     ,09 05 21.6,+18 18 52,.E.3...   ,1.24,1.05,12.91,13.72,          ,4107,ELLIPTICAL GALAXY
          ,UGC 1731     ,02 15 16.8,+18 19 03,.E...?.   ,1.01,      ,14.51,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6495  ,UGC 11034    ,17 54 50.7,+18 19 38,.E.....   ,1.31,      ,13.16,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 1972     ,02 30 06.7,+38 06 05,.E...?.   ,1.2,      ,14.8,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,06 15 51.3,-69 50 02,.E+3...   ,1.11,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
A 0507+00 ,MCG 0-14-8   ,05 10 06.0,-00 43 00,.E...*.   ,0.8,      ,15.31,                ,          ,8081,ELLIPTICAL GALAXY
          ,CGCG 14-4    ,12 19 36.0,-00 43 00,CE.....   ,       ,      ,15.13,                ,          ,                   ,ELLIPTICAL GALAXY
A 0356+10 ,             ,03 58 54.5,+10 26 00,.E.1.?.   ,       ,0.27,        ,                ,          ,9120,ELLIPTICAL GALAXY
NGC 2822  ,ESO 61-4     ,09 13 49.8,-69 38 41,.E...$.   ,1.52,      ,11.66,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,22 23 50.0,-54 51 18,.E+3...   ,1.26,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 284-9    ,20 01 21.4,-46 40 05,.E.5.*.   ,1.11,      ,14.06,                ,          ,6530,ELLIPTICAL GALAXY
NGC 2434  ,ESO 59-5     ,07 34 51.5,-69 17 01,.E.0+..   ,1.39,1.02,12.39,14.19,          ,1178,ELLIPTICAL GALAXY
          ,MCG 1-39-18  ,15 19 00.0,+04 31 00,.E?....   ,       ,1.1,14.8,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6730  ,ESO 72-9     ,19 07 33.5,-68 54 38,.E.1...   ,1.24,0.71,13.06,14.22,          ,3991,ELLIPTICAL GALAXY
A 0246+00 ,             ,02 48 48.0,-00 31 00,CE...*.   ,0.27,      ,        ,                ,          ,7343,ELLIPTICAL GALAXY
NGC 4473  ,UGC 7631     ,12 29 48.8,+13 25 49,.E.5...   ,1.65,0.94,11.04,13.76,          ,2187,ELLIPTICAL GALAXY
          ,ESO 161-8    ,06 27 36.0,-54 26 58,.E+5...   ,1.15,      ,14.97,16.65,          ,14307,ELLIPTICAL GALAXY
          ,             ,20 09 06.3,-54 22 49,.E+1.P.   ,1.04,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,CGCG 39-33   ,11 10 18.0,+04 35 00,.E+..*.   ,       ,      ,14.6,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6230  ,UGC 10575    ,16 50 48.0,+04 35 00,.E...?.   ,0.88,      ,        ,                ,          ,9417,ELLIPTICAL GALAXY
NGC 4325  ,MCG 2-32-19  ,12 23 06.8,+10 37 11,.E?....   ,0.98,      ,14.62,13.79,          ,7723,ELLIPTICAL GALAXY
NGC 7330  ,UGC 12111    ,22 36 56.5,+38 32 51,.E.....   ,1.26,      ,13.24,                ,          ,5528,ELLIPTICAL GALAXY
          ,UGC 1326     ,01 51 40.1,+08 18 01,.E...*.   ,0.93,      ,14.59,                ,          ,5618,ELLIPTICAL GALAXY
          ,             ,03 33 42.5,-35 51 19,DE.4.*.   ,1.1,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 409   ,ESO 352-12   ,01 09 32.6,-35 48 20,.E...*.   ,1.11,      ,14,                ,          ,6506,ELLIPTICAL GALAXY
          ,ESO 140-31   ,18 37 54.0,-57 36 42,.E.1...   ,1.09,      ,13.62,                ,          ,3074,ELLIPTICAL GALAXY
          ,ESO 565-19   ,09 34 43.9,-21 55 42,.E?....   ,1.05,      ,13.63,13.32,          ,                   ,ELLIPTICAL GALAXY
NGC 1439  ,ESO 549-9    ,03 44 50.4,-21 55 21,.E.1...   ,1.39,1.05,12.32,14.11,          ,1568,ELLIPTICAL GALAXY
          ,ESO 541-13   ,01 02 41.7,-21 52 54,.E+3.P.   ,1.11,0.83,14.5,14.8,          ,17094,ELLIPTICAL GALAXY
          ,ESO 575-13   ,12 52 08.7,-21 52 00,.E?....   ,0.99,0.74,13.88,13.67,          ,6785,ELLIPTICAL GALAXY
NGC 7029  ,ESO 235-72   ,21 11 52.4,-49 16 58,.E.6.*.   ,1.42,0.85,12.62,13.78,          ,2754,ELLIPTICAL GALAXY
          ,             ,07 08 30.4,-49 12 46,.E+0.*.   ,1.11,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 766   ,UGC 1458     ,01 58 42.1,+08 20 54,.E.....   ,1.3,      ,13.68,                ,          ,8167,ELLIPTICAL GALAXY
          ,             ,03 39 19.6,-35 43 26,DE.0.*.   ,1.06,      ,        ,16.32,          ,                   ,ELLIPTICAL GALAXY
NGC 5223  ,UGC 8553     ,13 34 25.4,+34 41 30,.E.....   ,1.18,1.02,13.99,                ,          ,7258,ELLIPTICAL GALAXY
NGC 3962  ,MCG -2-30-40 ,11 54 39.8,-13 58 23,.E.1...   ,1.41,1.07,11.78,13.49,336,1667,ELLIPTICAL GALAXY
NGC 3823  ,MCG -2-30-17 ,11 42 15.2,-13 52 00,.E+..P.   ,1.17,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG -2-52-19 ,20 41 48.5,-13 50 47,.E...*.   ,1.01,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 231-14   ,19 00 39.5,-49 05 58,.E+3...   ,1.14,      ,14.91,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 7061  ,ESO 236-13   ,21 27 27.0,-49 03 50,.E+4...   ,1.09,      ,14.12,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 3258  ,ESO 375-37   ,10 28 54.2,-35 36 22,.E.1...   ,1.46,1,12.62,14.61,          ,2576,ELLIPTICAL GALAXY
NGC 3012  ,UGC 5262     ,09 49 52.1,+34 42 50,.E...*.   ,1.03,      ,14.53,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6303  ,UGC 10711    ,17 05 00.0,+68 49 00,.E.....   ,1.11,      ,14.73,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 720   ,MCG -2-5-68  ,01 53 00.4,-13 44 21,.E.5...   ,1.67,1.08,11.15,13.79,          ,1715,ELLIPTICAL GALAXY
          ,             ,20 59 58.4,-49 02 14,.E.2.*.   ,1.08,      ,        ,                ,          ,6872,ELLIPTICAL GALAXY
NGC 7002  ,ESO 235-43   ,21 03 44.9,-49 01 47,.E.1.P?   ,1.17,0.91,13.34,14.1,          ,7427,ELLIPTICAL GALAXY
NGC 3260  ,ESO 375-40   ,10 29 06.2,-35 35 40,.E...P*   ,1.09,0.42,13.7,13.88,          ,2200,ELLIPTICAL GALAXY
NGC 1404  ,ESO 358-46   ,03 38 51.7,-35 35 36,.E.1...   ,1.52,0.9,11.06,13.44,          ,1805,ELLIPTICAL GALAXY
          ,ESO 358-4    ,03 26 53.3,-35 31 12,DE.0...   ,1.03,      ,17.96,16.25,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 7224     ,12 13 18.0,+21 38 00,.E.....   ,1,      ,14.38,                ,          ,7236,ELLIPTICAL GALAXY
          ,             ,08 12 33.0,-57 14 40,.E+2...   ,1.09,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 182-7    ,18 16 49.5,-57 13 50,.E?....   ,1.15,0.52,13.84,13.66,          ,4909,ELLIPTICAL GALAXY
          ,MCG -2-13-9  ,04 48 12.7,-13 40 03,.E+..?.   ,1.17,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 408-37   ,23 49 57.2,-35 28 43,.E?....   ,0.91,      ,14.73,                ,          ,12773,ELLIPTICAL GALAXY
NGC 28    ,ESO 149-20   ,00 10 38.6,-56 59 06,.E.1...   ,1.03,      ,14.59,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 567-51   ,10 20 02.6,-21 31 06,.E?....   ,0.94,      ,14.27,13.79,          ,3507,ELLIPTICAL GALAXY
NGC 1399  ,ESO 358-45   ,03 38 29.0,-35 26 58,.E.1.P.   ,1.84,1.13,10.25,14.66,          ,1323,ELLIPTICAL GALAXY
NGC 1379  ,ESO 358-27   ,03 36 03.3,-35 26 26,.E.....   ,1.38,1.14,12.11,13.67,          ,1254,ELLIPTICAL GALAXY
NGC 1427  ,ESO 358-52   ,03 42 19.6,-35 23 36,.E+....   ,1.56,1.01,11.96,14.14,          ,1287,ELLIPTICAL GALAXY
NGC 754   ,ESO 152-33   ,01 54 21.2,-56 45 42,.E.0.P*   ,0.73,      ,15.19,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6107  ,UGC 10311    ,16 17 20.2,+34 54 06,.E...*.   ,0.93,0.66,14.55,14.28,          ,9334,ELLIPTICAL GALAXY
          ,             ,00 34 16.8,-21 28 40,.E?....   ,       ,      ,        ,                ,          ,8236,ELLIPTICAL GALAXY
          ,ESO 550-8    ,04 07 36.7,-21 25 46,.E?....   ,0.88,      ,14.66,13.7,          ,                   ,ELLIPTICAL GALAXY
NGC 6987  ,ESO 235-21   ,20 58 10.5,-48 37 46,.E.0.*.   ,1.16,0.85,13.55,14.02,          ,5229,ELLIPTICAL GALAXY
NGC 791   ,UGC 1511     ,02 01 44.2,+08 29 59,.E.....   ,1.2,      ,14.1,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 2508  ,UGC 4174     ,08 01 57.6,+08 33 10,.E...?.   ,1.16,      ,13.71,                ,          ,4254,ELLIPTICAL GALAXY
A 1027-35B,             ,10 29 52.9,-35 22 32,.E...*.   ,       ,      ,        ,                ,          ,1565,ELLIPTICAL GALAXY
          ,ESO 384-16   ,13 57 01.6,-35 20 02,DE.3.?.   ,1.13,      ,14.75,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 3268  ,ESO 375-45   ,10 30 00.6,-35 19 30,.E.2...   ,1.54,1.08,12.63,14.85,          ,2589,ELLIPTICAL GALAXY
NGC 3555  ,UGC 6203     ,11 09 36.0,+21 45 00,.E...?.   ,1.26,      ,13.8,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1331  ,ESO 548-19   ,03 26 28.3,-21 21 22,.E.2.*.   ,0.97,0.49,14.21,14.06,          ,1293,ELLIPTICAL GALAXY
          ,MCG -2-12-39 ,04 33 37.9,-13 15 47,.E+..?.   ,1.32,      ,        ,                ,          ,9694,ELLIPTICAL GALAXY
          ,             ,02 22 07.3,-48 33 56,.E+2...   ,1.17,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,03 40 22.8,-35 16 36,DE.0...   ,1.08,      ,        ,16.38,          ,                   ,ELLIPTICAL GALAXY
NGC 2778  ,UGC 4840     ,09 12 24.6,+35 01 39,.E.....   ,1.15,0.72,13.1,13.73,          ,1991,ELLIPTICAL GALAXY
NGC 6079  ,UGC 10206    ,16 04 29.5,+69 39 59,.E.....   ,1.15,      ,13.74,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 2986  ,ESO 566-5    ,09 44 16.3,-21 16 42,.E.2...   ,1.5,1.08,11.75,14.07,          ,2106,ELLIPTICAL GALAXY
NGC 7168  ,ESO 237-26   ,22 02 07.2,-51 44 31,.E.3...   ,1.31,0.78,12.7,14.08,          ,2706,ELLIPTICAL GALAXY
NGC 1453  ,MCG -1-10-34 ,03 46 27.3,-03 58 10,.E.2+..   ,1.38,0.92,12.55,14.24,          ,3887,ELLIPTICAL GALAXY
IC 164    ,MCG -1-5-37  ,01 49 08.4,-03 54 18,.E+..*.   ,1.15,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,21 45 29.7,-51 36 27,.E+5.P*   ,1.38,      ,        ,                ,          ,16079,ELLIPTICAL GALAXY
NGC 1759  ,ESO 305-1    ,05 00 49.1,-38 40 29,.E+..*.   ,1.16,      ,14.08,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 7075  ,ESO 343-4    ,21 31 32.5,-38 37 03,.E+..?.   ,1.08,      ,13.77,13.68,          ,5457,ELLIPTICAL GALAXY
NGC 6442  ,UGC 10978    ,17 46 51.2,+20 45 34,.E.....   ,1.27,      ,13.6,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 202-43   ,04 37 47.3,-51 25 24,.E+4...   ,1.19,0.76,14.16,14.8,          ,10931,ELLIPTICAL GALAXY
IC 4926   ,ESO 339-18   ,20 00 12.3,-38 34 38,.E?....   ,1.08,      ,13.85,                ,          ,5562,ELLIPTICAL GALAXY
IC 4931   ,ESO 339-23   ,20 00 50.2,-38 34 30,.E+..*.   ,1.38,0.95,12.81,14.52,          ,5933,ELLIPTICAL GALAXY
          ,CGCG 11-33   ,11 15 19.0,-03 46 22,.E+....   ,       ,      ,15,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG 0-27-22  ,10 29 30.1,-03 45 41,.E?....   ,       ,      ,14.8,                ,          ,9087,ELLIPTICAL GALAXY
A 1514+07 ,UGC 9799     ,15 16 42.0,+07 01 00,.E.....   ,1.26,      ,13.96,                ,          ,10299,ELLIPTICAL GALAXY
          ,ESO 316-33   ,10 09 08.1,-38 23 39,.E.4*P.   ,1.18,      ,13.5,                ,          ,4289,ELLIPTICAL GALAXY
NGC 2569  ,MCG 4-20-35  ,08 21 24.0,+20 51 00,.E?....   ,0.78,      ,15.26,                ,          ,5021,ELLIPTICAL GALAXY
NGC 3954  ,UGC 6866     ,11 53 41.7,+20 53 01,.E?....   ,0.81,      ,14.65,                ,          ,6860,ELLIPTICAL GALAXY
          ,             ,15 19 24.5,+20 53 24,.E?....   ,       ,      ,        ,                ,          ,12187,ELLIPTICAL GALAXY
NGC 5910  ,MCG 4-36-35  ,15 19 25.0,+20 53 44,.E?....   ,0.95,      ,        ,14.28,          ,12332,ELLIPTICAL GALAXY
NGC 7832  ,MCG -1-1-33  ,00 06 28.5,-03 42 58,.E+....   ,1.28,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 2974  ,MCG 0-25-8   ,09 42 33.3,-03 41 59,.E.4...   ,1.54,0.91,11.94,13.98,232,1893,ELLIPTICAL GALAXY
A 1313+07 ,MCG 1-34-13  ,13 16 12.0,+07 02 00,.E+2*P.   ,0.9,      ,15.07,13.26,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 118-30   ,04 31 12.9,-61 27 10,.E+4...   ,0.96,0.97,15.24,13.35,          ,17781,ELLIPTICAL GALAXY
          ,ESO 147-3A   ,22 36 40.0,-61 24 00,.E.0.?P   ,0.98,      ,15.21,                ,          ,12476,ELLIPTICAL GALAXY
          ,CGCG 13-24   ,12 01 14.5,-03 40 40,.E.....   ,       ,      ,14.49,                ,          ,5711,ELLIPTICAL GALAXY
          ,CGCG 12-101  ,11 49 55.3,-03 39 47,.E...P*   ,       ,      ,14.6,                ,          ,                   ,ELLIPTICAL GALAXY
Carina    ,ESO 206-20A  ,06 41 36.8,-50 57 58,DE.3...   ,2.37,      ,        ,                ,          ,13,ELLIPTICAL GALAXY
          ,ESO 317-3    ,10 13 27.1,-38 11 54,.E.1...   ,1.15,      ,13.63,                ,          ,4597,ELLIPTICAL GALAXY
NGC 3940  ,UGC 6852     ,11 52 46.6,+20 59 25,.E.....   ,1.22,0.87,13.56,14.88,          ,6419,ELLIPTICAL GALAXY
          ,CGCG 14-79   ,12 37 30.0,-03 34 00,.E.....   ,       ,      ,15.2,                ,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 303-5    ,04 13 58.9,-38 05 53,.E+1.P.   ,0.9,      ,15.14,                ,          ,14834,ELLIPTICAL GALAXY
NGC 3929  ,UGC 6832     ,11 51 43.0,+21 00 10,.E?....   ,0.74,      ,15,                ,          ,7070,ELLIPTICAL GALAXY
          ,CGCG 12-51   ,11 39 53.4,-03 31 08,.E+....   ,       ,      ,15.13,                ,          ,                   ,ELLIPTICAL GALAXY
          ,CGCG 12-95   ,11 49 35.4,-03 29 18,.E.....   ,       ,      ,15,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6958  ,ESO 341-15   ,20 48 42.9,-37 59 46,.E+....   ,1.33,0.82,12.22,13.6,          ,2730,ELLIPTICAL GALAXY
          ,CGCG 13-28   ,11 59 30.0,-03 21 00,.E...*.   ,       ,      ,15.4,                ,          ,                   ,ELLIPTICAL GALAXY
          ,             ,12 26 39.4,+12 30 36,.E?....   ,0.8,      ,        ,14.34,          ,                   ,ELLIPTICAL GALAXY
NGC 3731  ,UGC 6553     ,11 34 11.6,+12 30 44,.E.....   ,1,      ,        ,                ,          ,3132,ELLIPTICAL GALAXY
          ,             ,12 29 39.2,+12 32 50,.E?....   ,0.65,      ,        ,14.7,          ,                   ,ELLIPTICAL GALAXY
NGC 4552  ,UGC 7760     ,12 35 39.9,+12 33 25,.E.0+..   ,1.71,0.99,10.71,14.15,          ,261,ELLIPTICAL GALAXY
IC 3363   ,CGCG 70-88   ,12 27 03.3,+12 33 30,.E?....   ,1.11,      ,15.03,14.71,          ,736,ELLIPTICAL GALAXY
NGC 1097A ,ESO 416-19   ,02 46 10.0,-30 13 45,.E...P*   ,0.91,      ,14.57,                ,          ,1255,ELLIPTICAL GALAXY
          ,MCG 2-32-45  ,12 26 05.8,+12 33 36,.E?....   ,0.89,      ,        ,14.95,          ,                   ,ELLIPTICAL GALAXY
NGC 3379  ,UGC 5902     ,10 47 49.9,+12 34 57,.E.1...   ,1.73,1.07,10.28,13.73,          ,793,ELLIPTICAL GALAXY
          ,ESO 443-53   ,13 04 31.3,-30 10 04,.E?....   ,1.02,      ,13.83,                ,          ,3688,ELLIPTICAL GALAXY
NGC 4213  ,UGC 7276     ,12 15 38.1,+23 58 58,.E.....   ,1.23,1.01,13.53,14.62,          ,6666,ELLIPTICAL GALAXY
          ,UGC 636      ,01 01 42.1,+24 03 27,.E.....   ,1.13,      ,14.26,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 888   ,ESO 115-2    ,02 17 27.9,-59 51 47,.E.1.*P   ,1.05,      ,14.43,                ,          ,                   ,ELLIPTICAL GALAXY
IC 1812   ,ESO 246-19   ,02 29 32.3,-42 48 35,.E+..*.   ,1.3,0.89,13.2,14.36,          ,5065,ELLIPTICAL GALAXY
NGC 7194  ,UGC 11888    ,22 03 30.8,+12 38 13,.E.....   ,1.06,      ,14.14,                ,          ,8322,ELLIPTICAL GALAXY
IC 4947   ,ESO 185-69   ,20 07 32.1,-53 08 30,.E+1.P*   ,0.91,0.66,15.2,14.22,          ,14003,ELLIPTICAL GALAXY
          ,ESO 246-13   ,02 28 20.6,-42 45 44,.E?....   ,0.78,1.06,14.77,12.84,          ,                   ,ELLIPTICAL GALAXY
          ,ESO 291-9    ,23 13 58.6,-42 43 39,.E+4...   ,1.1,      ,14.64,                ,          ,16884,ELLIPTICAL GALAXY
IC 3457   ,UGC 7672     ,12 31 51.3,+12 39 27,.E.3.*.   ,1.09,      ,14.66,14.72,          ,                   ,ELLIPTICAL GALAXY
NGC 3125  ,ESO 435-41   ,10 06 34.5,-29 56 10,.E...?.   ,1.05,0.42,13.26,13.29,          ,866,ELLIPTICAL GALAXY
NGC 323   ,ESO 151-9    ,00 56 41.4,-52 58 35,.E.0.*.   ,1.02,0.68,13.53,13.62,          ,7688,ELLIPTICAL GALAXY
          ,ESO 148-17   ,23 30 07.3,-59 27 57,.E.6...   ,1.35,0.75,13.31,13.98,          ,3013,ELLIPTICAL GALAXY
IC 3303   ,UGC 7500     ,12 25 15.0,+12 42 53,.E+..?.   ,0.99,      ,14.74,14.24,          ,-268,ELLIPTICAL GALAXY
IC 736    ,MCG 2-30-39  ,11 48 27.5,+12 43 39,.E?....   ,       ,      ,14.5,                ,          ,4041,ELLIPTICAL GALAXY
          ,ESO 153-18   ,02 05 42.0,-52 48 07,.E.3.*.   ,1.08,      ,14.26,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 312   ,ESO 151-6    ,00 56 16.7,-52 46 58,.E.2.*.   ,1.16,0.88,13.38,13.9,          ,7888,ELLIPTICAL GALAXY
          ,ESO 138-1    ,16 51 20.6,-59 14 11,.E?....   ,1.02,      ,14.31,                ,          ,2631,ELLIPTICAL GALAXY
NGC 7097  ,ESO 287-48   ,21 40 13.4,-42 32 23,.E.5...   ,1.29,0.78,12.47,13.63,          ,2535,ELLIPTICAL GALAXY
          ,             ,12 31 19.8,+12 44 15,.E?....   ,0.41,      ,        ,13.24,          ,                   ,ELLIPTICAL GALAXY
          ,             ,12 26 33.3,+12 44 30,.E?....   ,0.28,      ,        ,12.46,          ,1329,ELLIPTICAL GALAXY
NGC 7097A ,ESO 287-49   ,21 40 38.2,-42 28 45,.E...*.   ,0.89,      ,15.04,13.96,          ,2617,ELLIPTICAL GALAXY
IC 3475   ,UGC 7692     ,12 32 41.2,+12 46 21,.E...*.   ,1.24,1.16,14.24,14.89,74,2532,ELLIPTICAL GALAXY
NGC 4105  ,ESO 440-54   ,12 06 40.7,-29 45 42,.E.3...   ,1.43,1.06,11.63,13.44,201,1688,ELLIPTICAL GALAXY
NGC 4955  ,ESO 443-62   ,13 06 05.4,-29 45 15,.E.2...   ,1.26,0.9,12.88,14.13,          ,3309,ELLIPTICAL GALAXY
NGC 3651  ,UGC 6388     ,11 22 26.5,+24 17 56,.E.....   ,1.04,      ,14.16,14.36,          ,7653,ELLIPTICAL GALAXY
IC 4753   ,ESO 140-41   ,18 43 33.1,-62 06 25,.E?....   ,0.84,      ,14.59,                ,          ,3659,ELLIPTICAL GALAXY
          ,             ,22 20 02.7,-62 05 10,.E+3.*.   ,1.14,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 4387  ,UGC 7517     ,12 25 41.8,+12 48 42,.E.....   ,1.25,0.72,13.03,13.71,          ,507,ELLIPTICAL GALAXY
IC 3388   ,CGCG 70-109  ,12 28 27.8,+12 49 19,.E?....   ,0.76,      ,15.56,13.59,          ,1819,ELLIPTICAL GALAXY
NGC 5153  ,ESO 444-45   ,13 27 54.7,-29 37 08,.E.1.P.   ,1.32,0.92,13.27,13.99,          ,4161,ELLIPTICAL GALAXY
          ,CGCG 137-3   ,15 56 06.0,+24 26 00,.E?....   ,0.78,      ,15.42,                ,          ,12887,ELLIPTICAL GALAXY
          ,ESO 264-31   ,10 40 32.9,-46 11 29,.E?....   ,1.08,0.88,14.4,13.91,          ,6484,ELLIPTICAL GALAXY
IC 4889   ,ESO 185-14   ,19 45 15.9,-54 20 37,.E.5+..   ,1.46,0.87,12.23,13.73,          ,2473,ELLIPTICAL GALAXY
IC 4797   ,ESO 183-29   ,18 56 29.3,-54 18 22,.E+..P*   ,1.47,0.8,12.11,13.72,          ,2617,ELLIPTICAL GALAXY
IC 2980   ,ESO 39-5     ,11 57 30.1,-73 41 06,.E.3...   ,1.26,      ,        ,                ,          ,8156,ELLIPTICAL GALAXY
NGC 6927A ,MCG 2-52-15  ,20 32 36.5,+09 53 00,.E.6.*.   ,0.52,      ,        ,                ,          ,4601,ELLIPTICAL GALAXY
          ,ESO 157-30   ,04 27 32.5,-54 11 48,.E.4.*.   ,1.12,      ,14.26,14.32,          ,1166,ELLIPTICAL GALAXY
          ,ESO 158-2    ,04 43 33.2,-54 10 41,.E+3...   ,1.09,0.87,14.99,                ,          ,                   ,ELLIPTICAL GALAXY
          ,UGC 2733     ,03 26 03.3,+41 15 09,.E...?.   ,1.03,      ,14.5,                ,          ,5461,ELLIPTICAL GALAXY
          ,             ,02 24 36.0,-73 31 00,DE.3...   ,1.37,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 6653  ,ESO 45-13    ,18 44 38.7,-73 15 47,.E.1.*.   ,1.22,0.91,        ,                ,          ,5036,ELLIPTICAL GALAXY
          ,ESO 33-3     ,04 57 48.5,-73 13 57,.E.4.?.   ,1.06,      ,13.7,                ,          ,                   ,ELLIPTICAL GALAXY
IC 1633   ,ESO 243-46   ,01 09 55.3,-45 55 51,.E+1...   ,1.46,0.95,12.24,14.69,          ,7150,ELLIPTICAL GALAXY
          ,UGC 3960     ,07 40 24.0,+23 16 00,.E.....   ,1.11,      ,14.27,                ,          ,                   ,ELLIPTICAL GALAXY
          ,MCG 4-54-20  ,23 03 09.9,+23 17 40,.E?....   ,       ,      ,15.43,                ,          ,12025,ELLIPTICAL GALAXY
          ,MCG 4-10-24  ,04 08 03.6,+23 17 46,.E?....   ,0.9,      ,14.7,                ,          ,6301,ELLIPTICAL GALAXY
          ,             ,03 56 24.0,-53 52 43,.E.2.*.   ,1.11,      ,        ,                ,          ,20327,ELLIPTICAL GALAXY
A 1234-72 ,ESO 65-1     ,12 37 11.5,-72 35 30,.E.4.*.   ,0.99,      ,        ,                ,          ,6867,ELLIPTICAL GALAXY
IC 3328   ,MCG 2-32-42  ,12 25 57.1,+10 03 12,.E?....   ,0.88,      ,14.66,                ,          ,939,ELLIPTICAL GALAXY
NGC 3615  ,UGC 6313     ,11 18 06.8,+23 23 49,.E.....   ,1.15,      ,13.82,                ,          ,6636,ELLIPTICAL GALAXY
          ,UGC 12002    ,22 22 08.5,+41 19 46,.E.....   ,1.01,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1282  ,UGC 2675     ,03 20 12.1,+41 22 05,.E...*.   ,1.15,0.8,13.7,14.35,          ,2294,ELLIPTICAL GALAXY
NGC 1293  ,MCG 7-7-75   ,03 21 36.6,+41 23 34,.E.0...   ,1.02,0.55,14.3,14.61,          ,4216,ELLIPTICAL GALAXY
NGC 1283  ,UGC 2676     ,03 20 15.5,+41 23 54,.E.1.*.   ,0.86,0.59,15,13.8,          ,6851,ELLIPTICAL GALAXY
          ,ESO 75-28    ,21 50 57.2,-71 24 46,.E.2...   ,1.24,0.66,13.27,14.29,          ,3699,ELLIPTICAL GALAXY
IC 4956   ,ESO 284-23   ,20 11 30.6,-45 35 33,.E.0.*.   ,1.23,0.67,12.97,14.52,          ,5154,ELLIPTICAL GALAXY
NGC 1339  ,ESO 418-4    ,03 28 06.5,-32 17 10,.E+..P*   ,1.28,0.76,12.54,13.55,          ,1243,ELLIPTICAL GALAXY
IC 3773   ,UGC 7952     ,12 47 15.4,+10 12 14,.E.....   ,1.29,      ,13.95,                ,          ,1044,ELLIPTICAL GALAXY
          ,             ,04 21 47.1,-53 23 55,.E+3...   ,1.1,      ,        ,                ,          ,                   ,ELLIPTICAL GALAXY
NGC 1267  ,UGC 2657     ,03 18 44.9,+41 28 04,.E+..*.   ,1.04,      ,        ,                ,          ,5161,ELLIPTICAL GALAXY
NGC 1270  ,UGC 2660     ,03 18 58.5,+41 28 18,.E...*.   ,1.17,0.44,13.7,14.89,          ,4973,ELLIPTICAL GALAXY
          ,UGC 2534     ,03 06 32.8,+41 29 08,.E?....   ,1.11,      ,14.9,                ,          ,5280,ELLIPTICAL GALAXY
NGC 1272  ,UGC 2662     ,03 19 21.3,+41 29 32,.E+....   ,1.31,1.28,13.6,14.31,          ,4123,ELLIPTICAL GALAXY
